Cid,Year,Ethnicity,Sex,Cause of Death,Count,Percent
19902,2010,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",32,0
19903,2010,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,258,2
19904,2010,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5351,40
19905,2010,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,219,2
19906,2010,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,24,0
19907,2010,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,707,5
19908,2010,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),61,0
19909,2010,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3438,25
19910,2010,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,16,0
19911,2010,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",90,1
19912,2010,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,55,0
19913,2010,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,22,0
19914,2010,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,75,1
19915,2010,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,107,1
19916,2010,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,14,0
19917,2010,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,32,0
19918,2010,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272,2
19919,2010,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,94,1
19920,2010,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,49,0
19921,2010,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),25,0
19922,2010,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,46,0
19923,2010,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,91,1
19924,2010,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,276,2
19925,2010,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,110,1
19926,2010,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,388,3
19927,2010,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,0
19928,2010,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,245,2
19929,2010,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4495,37
19930,2010,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,153,1
19931,2010,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,76,1
19932,2010,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,614,5
19933,2010,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),182,1
19934,2010,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3408,28
19935,2010,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,57,0
19936,2010,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",119,1
19937,2010,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,79,1
19938,2010,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,19,0
19939,2010,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,211,2
19940,2010,NON-HISPANIC WHITE,MALE,SEPTICEMIA,74,1
19941,2010,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,14,0
19942,2010,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,82,1
19943,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,44,3
19944,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,24,2
19945,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ANEMIAS,5,0
19946,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),6,0
19947,2011,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,11,1
19948,2011,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,98,6
19949,2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,0
19950,2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10,1
19951,2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30,2
19952,2011,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,0
19953,2011,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51,3
19954,2011,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,402,26
19955,2011,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,46,3
19956,2011,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,84,6
19957,2011,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),23,2
19958,2011,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,454,30
19959,2011,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",18,1
19960,2011,ASIAN & PACIFIC ISLANDER,FEMALE,PARKINSONS DISEASE,5,0
19961,2011,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,11,1
19962,2011,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,6,0
19963,2011,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,61,3
19964,2011,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,18,1
19965,2011,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,6,0
19966,2011,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9,0
19967,2011,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6,0
19968,2011,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,11,1
19969,2011,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,79,4
19970,2011,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,15,1
19971,2011,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,73,4
19972,2011,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",13,1
19973,2011,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,60,3
19974,2011,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,452,25
19975,2011,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,37,2
19976,2011,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,94,5
19977,2011,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),50,3
19978,2011,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,550,30
19979,2011,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11,1
19980,2011,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",17,1
19981,2011,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,11,1
19982,2011,ASIAN & PACIFIC ISLANDER,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,5,0
19983,2011,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,15,1
19984,2011,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,5,0
19985,2011,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,10,1
19986,2011,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,16,1
19987,2011,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,52,1
19988,2011,HISPANIC,FEMALE,ALZHEIMERS DISEASE,90,2
19989,2011,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,12,0
19990,2011,HISPANIC,FEMALE,ASSAULT (HOMICIDE),20,0
19991,2011,HISPANIC,FEMALE,ATHEROSCLEROSIS,15,0
19992,2011,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,17,0
19993,2011,HISPANIC,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8,0
19994,2011,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,179,4
19995,2011,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,39,1
19996,2011,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156,3
19997,2011,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",21,0
19998,2011,HISPANIC,FEMALE,DIABETES MELLITUS,196,4
19999,2011,HISPANIC,FEMALE,DISEASES OF HEART,1348,30
20000,2011,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,83,2
20001,2011,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,70,2
20002,2011,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,218,5
20003,2011,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),21,0
20004,2011,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1085,24
20005,2011,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",42,1
20006,2011,HISPANIC,FEMALE,PARKINSONS DISEASE,16,0
20007,2011,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",12,0
20008,2011,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56,1
20009,2011,HISPANIC,FEMALE,SEPTICEMIA,42,1
20010,2011,HISPANIC,FEMALE,SHORT GESTATION/LBW,16,0
20011,2011,HISPANIC,FEMALE,VIRAL HEPATITIS,39,1
20012,2011,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,180,4
20013,2011,HISPANIC,MALE,ALZHEIMERS DISEASE,38,1
20014,2011,HISPANIC,MALE,ANEMIAS,10,0
20015,2011,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,20,0
20016,2011,HISPANIC,MALE,ASSAULT (HOMICIDE),115,2
20017,2011,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,18,0
20018,2011,HISPANIC,MALE,CEREBROVASCULAR DISEASE,147,3
20019,2011,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,167,3
20020,2011,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,124,3
20021,2011,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",37,1
20022,2011,HISPANIC,MALE,DIABETES MELLITUS,200,4
20023,2011,HISPANIC,MALE,DISEASES OF HEART,1201,25
20024,2011,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,69,1
20025,2011,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,162,3
20026,2011,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,209,4
20027,2011,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),93,2
20028,2011,HISPANIC,MALE,MALIGNANT NEOPLASMS,1144,23
20029,2011,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,48,1
20030,2011,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44,1
20031,2011,HISPANIC,MALE,PARKINSONS DISEASE,21,0
20032,2011,HISPANIC,MALE,PEPTIC ULCER,9,0
20033,2011,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,145,3
20034,2011,HISPANIC,MALE,SEPTICEMIA,40,1
20035,2011,HISPANIC,MALE,SHORT GESTATION/LBW,12,0
20036,2011,HISPANIC,MALE,VIRAL HEPATITIS,105,2
20037,2011,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,76,1
20038,2011,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,90,1
20039,2011,NON-HISPANIC BLACK,FEMALE,ANEMIAS,13,0
20040,2011,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,19,0
20041,2011,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),52,1
20042,2011,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,20,0
20043,2011,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,41,1
20044,2011,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,16,0
20045,2011,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,281,4
20046,2011,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,39,1
20047,2011,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,221,3
20048,2011,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",29,0
20049,2011,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,410,6
20050,2011,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2243,30
20051,2011,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,225,3
20052,2011,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,144,2
20053,2011,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,273,4
20054,2011,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1918,26
20055,2011,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,17,0
20056,2011,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",83,1
20057,2011,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,22,0
20058,2011,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",13,0
20059,2011,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,65,1
20060,2011,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,52,1
20061,2011,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,27,0
20062,2011,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,33,0
20063,2011,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,133,2
20064,2011,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,39,1
20065,2011,NON-HISPANIC BLACK,MALE,ANEMIAS,24,0
20066,2011,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,29,0
20067,2011,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),266,4
20068,2011,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,15,0
20069,2011,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,16,0
20070,2011,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,200,3
20071,2011,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,66,1
20072,2011,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,200,3
20073,2011,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",31,0
20074,2011,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,307,5
20075,2011,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,1840,28
20076,2011,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,154,2
20077,2011,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,277,4
20078,2011,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,243,4
20079,2011,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),53,1
20080,2011,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1590,24
20081,2011,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,45,1
20082,2011,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",76,1
20083,2011,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,18,0
20084,2011,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,135,2
20085,2011,NON-HISPANIC BLACK,MALE,SEPTICEMIA,54,1
20086,2011,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,17,0
20087,2011,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,56,1
20088,2011,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,184,1
20089,2011,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,231,2
20090,2011,NON-HISPANIC WHITE,FEMALE,ANEMIAS,15,0
20091,2011,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,27,0
20092,2011,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),20,0
20093,2011,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,58,0
20094,2011,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,73,1
20095,2011,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,466,3
20096,2011,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,15,0
20097,2011,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,79,1
20098,2011,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,510,4
20099,2011,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",39,0
20100,2011,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,253,2
20101,2011,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5016,37
20102,2011,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,199,1
20103,2011,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,19,0
20104,2011,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,696,5
20105,2011,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),68,1
20106,2011,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3373,25
20107,2011,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,19,0
20108,2011,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",76,1
20109,2011,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,55,0
20110,2011,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,24,0
20111,2011,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,88,1
20112,2011,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,86,1
20113,2011,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,32,0
20114,2011,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272,2
20115,2011,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,89,1
20116,2011,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,44,0
20117,2011,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),33,0
20118,2011,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,29,0
20119,2011,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,76,1
20120,2011,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,290,2
20121,2011,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,127,1
20122,2011,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,444,4
20123,2011,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",55,0
20124,2011,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,258,2
20125,2011,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4220,35
20126,2011,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,142,1
20127,2011,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,75,1
20128,2011,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,646,5
20129,2011,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),177,1
20130,2011,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3222,27
20131,2011,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,60,0
20132,2011,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",89,1
20133,2011,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,77,1
20134,2011,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,21,0
20135,2011,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,254,2
20136,2011,NON-HISPANIC WHITE,MALE,SEPTICEMIA,75,1
20137,2011,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,15,0
20138,2011,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,76,1
20139,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,32,2
20140,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,7,1
20141,2007,ASIAN & PACIFIC ISLANDER,FEMALE,AORTIC ANEURYSM AND DISSECTION,9,1
20142,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),6,0
20143,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS,5,0
20144,2007,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,6,0
20145,2007,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,70,5
20146,2007,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,0
20147,2007,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,29,2
20148,2007,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,34,3
20149,2007,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,428,33
20150,2007,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,22,2
20151,2007,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,58,5
20152,2007,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),22,2
20153,2007,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,396,31
20154,2007,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",13,1
20155,2007,ASIAN & PACIFIC ISLANDER,FEMALE,PARKINSONS DISEASE,5,0
20156,2007,ASIAN & PACIFIC ISLANDER,FEMALE,PEPTIC ULCER,6,0
20157,2007,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,7,1
20158,2007,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,54,3
20159,2007,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5,0
20160,2007,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,9,1
20161,2007,ASIAN & PACIFIC ISLANDER,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,5,0
20162,2007,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,56,4
20163,2007,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,18,1
20164,2007,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,43,3
20165,2007,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",12,1
20166,2007,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,47,3
20167,2007,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,497,31
20168,2007,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,25,2
20169,2007,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,68,4
20170,2007,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),38,2
20171,2007,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,528,33
20172,2007,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11,1
20173,2007,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,1
20174,2007,ASIAN & PACIFIC ISLANDER,MALE,PEPTIC ULCER,5,0
20175,2007,ASIAN & PACIFIC ISLANDER,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,7,0
20176,2007,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,10,1
20177,2007,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,12,1
20178,2007,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,72,2
20179,2007,HISPANIC,FEMALE,ALZHEIMERS DISEASE,43,1
20180,2007,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,19,0
20181,2007,HISPANIC,FEMALE,ASSAULT (HOMICIDE),22,1
20182,2007,HISPANIC,FEMALE,ATHEROSCLEROSIS,12,0
20183,2007,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,12,0
20184,2007,HISPANIC,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8,0
